Property Type,District,Mukim,Scheme Name/Area,Road Name,"Month, Year of Transaction Date",Tenure,Land/Parcel Area,Unit,Main Floor Area,Unit        ,Unit Level,Transaction Price  ,Unnamed: 13,address,latitude,longitude
2 - 2 1/2 Storey Shop,Petaling,Pekan Penaga,UNION SUITES,JLN PJS 9/1,August 2023,Leasehold,275.00,sq.m,275,sq.m,    ,"RM4,500,000.00",,JLN PJS 9/1 UNION SUITES Pekan Penaga Petaling Malaysia,3.1066,101.6116
2 - 2 1/2 Storey Shop,Petaling,Pekan Puchong Jaya,BDR PUCHONG JAYA,JLN MERAK 4A,April 2023,Freehold,148.64,sq.m,368,sq.m,    ,"RM1,800,000.00",,JLN MERAK 4A BDR PUCHONG JAYA Pekan Puchong Jaya Petaling Malaysia,3.034,101.618
2 - 2 1/2 Storey Shop,Petaling,Pekan Puchong Jaya,BDR PUCHONG JAYA,JLN PIPIT 1,November 2021,Freehold,148.64,sq.m,368,sq.m,    ,"RM1,700,000.00",,JLN PIPIT 1 BDR PUCHONG JAYA Pekan Puchong Jaya Petaling Malaysia,3.0319,101.6209
2 - 2 1/2 Storey Shop,Petaling,Pekan Puchong Perdana,BDR PUCHONG UTAMA,JLN PU 5/1,February 2022,Freehold,153.00,sq.m,292,sq.m,    ,"RM2,000,000.00",,JLN PU 5/1 BDR PUCHONG UTAMA Pekan Puchong Perdana Petaling Malaysia,3.0225,101.641
2 - 2 1/2 Storey Shop,Petaling,Pekan Puchong Perdana,BDR PUCHONG UTAMA,JLN PU 5/1,July 2022,Freehold,153.00,sq.m,292,sq.m,    ,"RM2,150,000.00",,JLN PU 5/1 BDR PUCHONG UTAMA Pekan Puchong Perdana Petaling Malaysia,3.0225,101.641
2 - 2 1/2 Storey Shop,Petaling,Pekan Puchong Perdana,BDR PUCHONG UTAMA,JLN PU 5/1,May 2023,Freehold,153.00,sq.m,292,sq.m,    ,"RM2,350,000.00",,JLN PU 5/1 BDR PUCHONG UTAMA Pekan Puchong Perdana Petaling Malaysia,3.0225,101.641
2 - 2 1/2 Storey Shop,Petaling,Pekan Puchong Perdana,BDR PUCHONG UTAMA,JLN PU 5/1,July 2024,Freehold,153.00,sq.m,292,sq.m,    ,"RM2,380,000.00",,JLN PU 5/1 BDR PUCHONG UTAMA Pekan Puchong Perdana Petaling Malaysia,3.0225,101.641
2 - 2 1/2 Storey Shop,Petaling,Pekan Puchong Perdana,TMN PUCHONG INTAN,JLN INTAN 2/7,October 2022,Leasehold,120.77,sq.m,227,sq.m,    ,"RM600,000.00",,JLN INTAN 2/7 TMN PUCHONG INTAN Pekan Puchong Perdana Petaling Malaysia,2.9885,101.6294
2 - 2 1/2 Storey Shop,Petaling,Pekan Puchong Perdana,TMN PUCHONG INTAN,JLN INTAN 2/7,September 2024,Leasehold,120.77,sq.m,227,sq.m,    ,"RM700,000.00",,JLN INTAN 2/7 TMN PUCHONG INTAN Pekan Puchong Perdana Petaling Malaysia,2.9885,101.6294
2 - 2 1/2 Storey Shop,Petaling,Pekan Puchong Perdana,TMN PUCHONG PRIMA,JLN PRIMA 1,April 2022,Freehold,102.00,sq.m,191,sq.m,    ,"RM2,100,000.00",,JLN PRIMA 1 TMN PUCHONG PRIMA Pekan Puchong Perdana Petaling Malaysia,3.0325,101.6139
2 - 2 1/2 Storey Shop,Petaling,Pekan Puchong Perdana,TMN PUCHONG PRIMA,JLN PRIMA 1,July 2024,Freehold,102.00,sq.m,191,sq.m,    ,"RM1,950,000.00",,JLN PRIMA 1 TMN PUCHONG PRIMA Pekan Puchong Perdana Petaling Malaysia,3.0325,101.6139
2 - 2 1/2 Storey Shop,Petaling,Pekan Puchong Perdana,TMN PUCHONG PRIMA,JLN PRIMA UTAMA 1,August 2024,Freehold,102.00,sq.m,191,sq.m,    ,"RM2,320,000.00",,JLN PRIMA UTAMA 1 TMN PUCHONG PRIMA Pekan Puchong Perdana Petaling Malaysia,3.0198,101.6133
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,KG BARU SRI KEMBANGAN,JLN PASAR,January 2022,Leasehold,146.84,sq.m,279,sq.m,    ,"RM1,230,000.00",,JLN PASAR KG BARU SRI KEMBANGAN Pekan Serdang Petaling Malaysia,3.0075,101.6861
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,KG BARU SRI KEMBANGAN,JLN SK 7/12,January 2023,Leasehold,135.90,sq.m,265,sq.m,    ,"RM750,000.00",,JLN SK 7/12 KG BARU SRI KEMBANGAN Pekan Serdang Petaling Malaysia,3.0477,101.7084
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,TAMAN BUKIT SERDANG - SEK. 4 & 5, JLN BS 3/6,May 2024,Freehold,167.00,sq.m,286,sq.m,    ,"RM950,000.00",,JLN BS 3/6 TAMAN BUKIT SERDANG - SEK. 4 & 5 Pekan Serdang Petaling Malaysia,3.0109,101.6666
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,TAMAN CAHAYA MANIS,JLN SR 1/4,May 2022,Leasehold,143.00,sq.m,255,sq.m,    ,"RM650,000.00",,JLN SR 1/4 TAMAN CAHAYA MANIS Pekan Serdang Petaling Malaysia,3.0206,101.6583
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,TAMAN CAHAYA MANIS,JLN SR 1/4,January 2024,Leasehold,143.00,sq.m,255,sq.m,    ,"RM800,000.00",,JLN SR 1/4 TAMAN CAHAYA MANIS Pekan Serdang Petaling Malaysia,3.0206,101.6583
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,TAMAN CAHAYA MANIS,JLN SR 1/4,May 2024,Leasehold,143.00,sq.m,255,sq.m,    ,"RM870,000.00",,JLN SR 1/4 TAMAN CAHAYA MANIS Pekan Serdang Petaling Malaysia,3.0206,101.6583
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,"TAMAN PERINDUSTRIAN BUKIT SERDANG,SEK.9",JLN BS 9/7B,August 2022,Freehold,162.58,sq.m,309,sq.m,    ,"RM2,010,000.00",,"JLN BS 9/7B TAMAN PERINDUSTRIAN BUKIT SERDANG,SEK.9 Pekan Serdang Petaling Malaysia",3.0035,101.6545
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,"TAMAN PERINDUSTRIAN BUKIT SERDANG,SEK.9",JLN BS 9/7B,June 2023,Freehold,162.58,sq.m,309,sq.m,    ,"RM1,800,000.00",,"JLN BS 9/7B TAMAN PERINDUSTRIAN BUKIT SERDANG,SEK.9 Pekan Serdang Petaling Malaysia",3.0035,101.6545
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,"TAMAN PERINDUSTRIAN BUKIT SERDANG,SEK.9",JLN BS 9/7B,December 2023,Freehold,162.58,sq.m,309,sq.m,    ,"RM1,850,000.00",,"JLN BS 9/7B TAMAN PERINDUSTRIAN BUKIT SERDANG,SEK.9 Pekan Serdang Petaling Malaysia",3.0035,101.6545
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,TAMAN SERDANG PERMATA,JALAN BS 5/26,October 2022,Freehold,241.35,sq.m,312,sq.m,    ,"RM2,000,000.00",,JALAN BS 5/26 TAMAN SERDANG PERMATA Pekan Serdang Petaling Malaysia,3.0167,101.7064
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,TAMAN SERDANG PERMATA,JLN BS 5/26,October 2022,Freehold,143.07,sq.m,252,sq.m,    ,"RM1,150,000.00",,JLN BS 5/26 TAMAN SERDANG PERMATA Pekan Serdang Petaling Malaysia,3.0176,101.6898
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,TAMAN SERDANG PERMATA,JLN BS 14/3,January 2024,Freehold,291.00,sq.m,311,sq.m,    ,"RM1,100,000.00",,JLN BS 14/3 TAMAN SERDANG PERMATA Pekan Serdang Petaling Malaysia,3.0108,101.7151
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,TAMAN SRI SERDANG, JLN 18/46,May 2024,Leasehold,164.00,sq.m,261,sq.m,    ,"RM1,000,000.00",,JLN 18/46 TAMAN SRI SERDANG Pekan Serdang Petaling Malaysia,3.0932,101.6274
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,TAMAN SRI SERDANG,JLN 18/46,November 2023,Leasehold,164.00,sq.m,261,sq.m,    ,"RM1,290,000.00",,JLN 18/46 TAMAN SRI SERDANG Pekan Serdang Petaling Malaysia,3.0932,101.6274
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,TAMAN SRI SERDANG,JLN 18/62,May 2023,Leasehold,250.00,sq.m,413,sq.m,    ,"RM1,700,000.00",,JLN 18/62 TAMAN SRI SERDANG Pekan Serdang Petaling Malaysia,3.025,101.711
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,TAMAN UNIVERSITI INDAH,JLN INDAH 2/2,July 2024,Freehold,165.00,sq.m,252,sq.m,    ,"RM930,000.00",,JLN INDAH 2/2 TAMAN UNIVERSITI INDAH Pekan Serdang Petaling Malaysia,2.999,101.707
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,TAMAN UNIVERSITI INDAH,JLN INDAH 2/2,July 2025,Freehold,143.00,sq.m,252,sq.m,    ,"RM900,000.00",,JLN INDAH 2/2 TAMAN UNIVERSITI INDAH Pekan Serdang Petaling Malaysia,2.999,101.707
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,TAMAN UNIVERSITI INDAH,JLN INDAH 2/4,December 2022,Freehold,143.00,sq.m,252,sq.m,    ,"RM850,000.00",,JLN INDAH 2/4 TAMAN UNIVERSITI INDAH Pekan Serdang Petaling Malaysia,3.0087,101.6995
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,TAMAN UNIVERSITI INDAH,JLN INDAH 2/4,August 2023,Freehold,143.00,sq.m,252,sq.m,    ,"RM800,000.00",,JLN INDAH 2/4 TAMAN UNIVERSITI INDAH Pekan Serdang Petaling Malaysia,3.0087,101.6995
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,TMN SERDANG RAYA SEK. 2,JLN SR 2/3,October 2022,Leasehold,178.00,sq.m,247,sq.m,    ,"RM1,100,000.00",,JLN SR 2/3 TMN SERDANG RAYA SEK. 2 Pekan Serdang Petaling Malaysia,3.0264,101.7167
2 - 2 1/2 Storey Shop,Petaling,Pekan Serdang,TMN SERDANG RAYA SEK. 2,JLN SR 2/3,May 2023,Leasehold,178.00,sq.m,247,sq.m,    ,"RM1,008,000.00",,JLN SR 2/3 TMN SERDANG RAYA SEK. 2 Pekan Serdang Petaling Malaysia,3.0264,101.7167
2 - 2 1/2 Storey Shop,Petaling,Pekan Subang,KG. BARU SUBANG, JLN TMN SUBANG JASA 2,February 2024,Leasehold,149.00,sq.m,262,sq.m,    ,"RM1,300,000.00",,JLN TMN SUBANG JASA 2 KG. BARU SUBANG Pekan Subang Petaling Malaysia,3.1495,101.5406
2 - 2 1/2 Storey Shop,Petaling,Pekan Subang Jaya,USJ 4,JLN USJ 4/9G,October 2022,Freehold,149.00,sq.m,267,sq.m,    ,"RM2,100,000.00",,JLN USJ 4/9G USJ 4 Pekan Subang Jaya Petaling Malaysia,3.073,101.582
2 - 2 1/2 Storey Shop,Petaling,Petaling,BANDAR PUTERI,JLN PUTERI 1/8,February 2022,Freehold,133.00,sq.m,384,sq.m,    ,"RM1,450,000.00",,JLN PUTERI 1/8 BANDAR PUTERI Petaling Petaling Malaysia,3.0379,101.4582
2 - 2 1/2 Storey Shop,Petaling,Petaling,BDR BUKIT PUCHONG,JLN BP 7/9,February 2025,Freehold,163.00,sq.m,307,sq.m,    ,"RM2,238,000.00",,JLN BP 7/9 BDR BUKIT PUCHONG Petaling Petaling Malaysia,3.0183,101.6317
2 - 2 1/2 Storey Shop,Petaling,Petaling,BDR BUKIT PUCHONG,JLN BP 7/9,April 2025,Freehold,163.00,sq.m,307,sq.m,    ,"RM2,238,000.00",,JLN BP 7/9 BDR BUKIT PUCHONG Petaling Petaling Malaysia,3.0183,101.6317
2 - 2 1/2 Storey Shop,Petaling,Petaling,BDR BUKIT PUCHONG,JLN BP 7/9,May 2025,Freehold,163.00,sq.m,307,sq.m,    ,"RM2,238,000.00",,JLN BP 7/9 BDR BUKIT PUCHONG Petaling Petaling Malaysia,3.0183,101.6317
2 - 2 1/2 Storey Shop,Petaling,Petaling,BDR BUKIT PUCHONG,JLN BP 7/9,June 2025,Freehold,163.00,sq.m,307,sq.m,    ,"RM2,238,000.00",,JLN BP 7/9 BDR BUKIT PUCHONG Petaling Petaling Malaysia,3.0183,101.6317
2 - 2 1/2 Storey Shop,Petaling,Petaling,BDR BUKIT PUCHONG,JLN BP 7/10,April 2025,Freehold,163.00,sq.m,313,sq.m,    ,"RM2,238,000.00",,JLN BP 7/10 BDR BUKIT PUCHONG Petaling Petaling Malaysia,3.0305,101.6208
2 - 2 1/2 Storey Shop,Petaling,Petaling,BDR BUKIT PUCHONG,JLN BP 7/10,May 2025,Freehold,163.00,sq.m,313,sq.m,    ,"RM2,238,000.00",,JLN BP 7/10 BDR BUKIT PUCHONG Petaling Petaling Malaysia,3.0305,101.6208
2 - 2 1/2 Storey Shop,Petaling,Petaling,BDR BUKIT PUCHONG,JLN BP 7/10,July 2025,Freehold,163.00,sq.m,313,sq.m,    ,"RM2,238,000.00",,JLN BP 7/10 BDR BUKIT PUCHONG Petaling Petaling Malaysia,3.0305,101.6208
2 - 2 1/2 Storey Shop,Petaling,Petaling,BDR BUKIT PUCHONG,JLN BS 6/2,August 2025,Freehold,164.00,sq.m,293,sq.m,    ,"RM970,000.00",,JLN BS 6/2 BDR BUKIT PUCHONG Petaling Petaling Malaysia,3.0079,101.6214
2 - 2 1/2 Storey Shop,Petaling,Petaling,BDR PUCHONG JAYA,JLN HELANG 13,February 2023,Freehold,148.64,sq.m,368,sq.m,    ,"RM1,950,000.00",,JLN HELANG 13 BDR PUCHONG JAYA Petaling Petaling Malaysia,3.0258,101.6169
2 - 2 1/2 Storey Shop,Petaling,Petaling,ELMINA EAST,JLN ESERINA Y U16/Y,April 2023,Freehold,179.34,sq.m,293,sq.m,    ,"RM2,450,000.00",,JLN ESERINA Y U16/Y ELMINA EAST Petaling Petaling Malaysia,3.106,101.605
2 - 2 1/2 Storey Shop,Petaling,Petaling,KG BARU SRI KEMBANGAN,JLN PASAR,January 2022,Leasehold,148.55,sq.m,202,sq.m,    ,"RM900,000.00",,JLN PASAR KG BARU SRI KEMBANGAN Petaling Petaling Malaysia,3.0399,101.7184
2 - 2 1/2 Storey Shop,Petaling,Petaling,PERUMAHAN KINRARA,JLN BK 5/12A,March 2022,Freehold,163.50,sq.m,294,sq.m,    ,"RM1,720,000.00",,JLN BK 5/12A PERUMAHAN KINRARA Petaling Petaling Malaysia,3.0469,101.6704
2 - 2 1/2 Storey Shop,Petaling,Petaling,PERUMAHAN KINRARA,JLN BK 5/12A,May 2024,Freehold,163.50,sq.m,294,sq.m,    ,"RM1,720,000.00",,JLN BK 5/12A PERUMAHAN KINRARA Petaling Petaling Malaysia,3.0469,101.6704
2 - 2 1/2 Storey Shop,Petaling,Petaling,PUCHONG GATEWAY,JLN SURIA PUCHONG 2,April 2022,Leasehold,153.00,sq.m,371,sq.m,    ,"RM930,000.00",,JLN SURIA PUCHONG 2 PUCHONG GATEWAY Petaling Petaling Malaysia,3.0209,101.6065
2 - 2 1/2 Storey Shop,Petaling,Petaling,PUCHONG GATEWAY,JLN SURIA PUCHONG 2,December 2022,Leasehold,153.00,sq.m,371,sq.m,    ,"RM950,000.00",,JLN SURIA PUCHONG 2 PUCHONG GATEWAY Petaling Petaling Malaysia,3.0209,101.6065
2 - 2 1/2 Storey Shop,Petaling,Petaling,PUCHONG GATEWAY,JLN SURIA PUCHONG 4,November 2021,Leasehold,186.00,sq.m,332,sq.m,    ,"RM1,050,000.00",,JLN SURIA PUCHONG 4 PUCHONG GATEWAY Petaling Petaling Malaysia,3.0368,101.6139
2 - 2 1/2 Storey Shop,Petaling,Petaling,PUCHONG GATEWAY,JLN SURIA PUCHONG 4,September 2022,Leasehold,186.00,sq.m,348,sq.m,    ,"RM1,000,000.00",,JLN SURIA PUCHONG 4 PUCHONG GATEWAY Petaling Petaling Malaysia,3.0368,101.6139
2 - 2 1/2 Storey Shop,Petaling,Petaling,PUCHONG GATEWAY,JLN SURIA PUCHONG 4,April 2023,Leasehold,174.00,sq.m,332,sq.m,    ,"RM878,000.00",,JLN SURIA PUCHONG 4 PUCHONG GATEWAY Petaling Petaling Malaysia,3.0368,101.6139
2 - 2 1/2 Storey Shop,Petaling,Petaling,PUCHONG GATEWAY,JLN SURIA PUCHONG 4,July 2023,Leasehold,174.00,sq.m,348,sq.m,    ,"RM880,000.00",,JLN SURIA PUCHONG 4 PUCHONG GATEWAY Petaling Petaling Malaysia,3.0368,101.6139
2 - 2 1/2 Storey Shop,Petaling,Petaling,PUCHONG GATEWAY,JLN SURIA PUCHONG 4,June 2024,Leasehold,186.00,sq.m,355,sq.m,    ,"RM950,000.00",,JLN SURIA PUCHONG 4 PUCHONG GATEWAY Petaling Petaling Malaysia,3.0368,101.6139
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN BUKIT KUCHAI,JLN 22,September 2023,Leasehold,148.64,sq.m,268,sq.m,    ,"RM880,000.00",,JLN 22 TAMAN BUKIT KUCHAI Petaling Petaling Malaysia,3.0444,101.6567
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN BUKIT KUCHAI,JLN 23,May 2021,Leasehold,148.64,sq.m,268,sq.m,    ,"RM900,000.00",,JLN 23 TAMAN BUKIT KUCHAI Petaling Petaling Malaysia,3.049,101.641
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN BUKIT KUCHAI,JLN 23,February 2022,Leasehold,148.64,sq.m,268,sq.m,    ,"RM950,000.00",,JLN 23 TAMAN BUKIT KUCHAI Petaling Petaling Malaysia,3.049,101.641
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN BUKIT KUCHAI,JLN 23,September 2023,Leasehold,148.64,sq.m,268,sq.m,    ,"RM1,100,000.00",,JLN 23 TAMAN BUKIT KUCHAI Petaling Petaling Malaysia,3.049,101.641
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN BUKIT KUCHAI,JLN 23,April 2025,Leasehold,148.64,sq.m,268,sq.m,    ,"RM1,200,000.00",,JLN 23 TAMAN BUKIT KUCHAI Petaling Petaling Malaysia,3.049,101.641
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN DATO DEMANG,JALAN DD 3A/1,June 2024,Leasehold,130.00,sq.m,242,sq.m,    ,"RM1,500,000.00",,JALAN DD 3A/1 TAMAN DATO DEMANG Petaling Petaling Malaysia,3.0633,101.7537
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN DATO DEMANG,JLN DD 3A/1,August 2023,Leasehold,130.00,sq.m,242,sq.m,    ,"RM1,600,000.00",,JLN DD 3A/1 TAMAN DATO DEMANG Petaling Petaling Malaysia,3.039,101.775
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN DATO DEMANG,JLN DD 3A/1,October 2023,Leasehold,130.00,sq.m,242,sq.m,    ,"RM1,538,000.00",,JLN DD 3A/1 TAMAN DATO DEMANG Petaling Petaling Malaysia,3.039,101.775
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN EQUINE, JLN EQUINE 9B,December 2023,Leasehold,145.00,sq.m,274,sq.m,    ,"RM1,180,000.00",,JLN EQUINE 9B TAMAN EQUINE Petaling Petaling Malaysia,3.0387,101.6086
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN EQUINE,JLN EQUINE 1H,June 2021,Leasehold,553.00,sq.m,807,sq.m,    ,"RM5,800,000.00",,JLN EQUINE 1H TAMAN EQUINE Petaling Petaling Malaysia,3.0044,101.5903
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN EQUINE,JLN EQUINE 9,April 2024,Leasehold,144.92,sq.m,274,sq.m,    ,"RM1,180,000.00",,JLN EQUINE 9 TAMAN EQUINE Petaling Petaling Malaysia,3.0256,101.6728
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN EQUINE,JLN EQUINE 9,August 2024,Leasehold,205.00,sq.m,274,sq.m,    ,"RM1,100,000.00",,JLN EQUINE 9 TAMAN EQUINE Petaling Petaling Malaysia,3.0256,101.6728
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN EQUINE,JLN EQUINE 9A,May 2024,Leasehold,145.00,sq.m,274,sq.m,    ,"RM1,210,000.00",,JLN EQUINE 9A TAMAN EQUINE Petaling Petaling Malaysia,3.002,101.648
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN EQUINE,JLN EQUINE 9D,December 2021,Leasehold,144.92,sq.m,274,sq.m,    ,"RM1,190,000.00",,JLN EQUINE 9D TAMAN EQUINE Petaling Petaling Malaysia,3.0149,101.5941
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN EQUINE,JLN EQUINE 9F,October 2025,Leasehold,144.92,sq.m,274,sq.m,    ,"RM1,400,000.00",,JLN EQUINE 9F TAMAN EQUINE Petaling Petaling Malaysia,3.0269,101.7009
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN EQUINE,JLN EQUINE 10B,April 2024,Leasehold,155.00,sq.m,290,sq.m,    ,"RM1,370,000.00",,JLN EQUINE 10B TAMAN EQUINE Petaling Petaling Malaysia,3.005,101.603
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN EQUINE,JLN EQUINE 10D,January 2022,Leasehold,156.07,sq.m,290,sq.m,    ,"RM1,180,000.00",,JLN EQUINE 10D TAMAN EQUINE Petaling Petaling Malaysia,3.0059,101.5854
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN EQUINE,JLN EQUINE 10D,August 2023,Leasehold,156.07,sq.m,290,sq.m,    ,"RM1,280,000.00",,JLN EQUINE 10D TAMAN EQUINE Petaling Petaling Malaysia,3.0059,101.5854
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN EQUINE,JLN EQUINE 10F,November 2021,Leasehold,156.07,sq.m,290,sq.m,    ,"RM1,150,000.00",,JLN EQUINE 10F TAMAN EQUINE Petaling Petaling Malaysia,3.004,101.624
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN EQUINE,JLN EQUINE 10F,August 2023,Leasehold,156.07,sq.m,290,sq.m,    ,"RM1,500,000.00",,JLN EQUINE 10F TAMAN EQUINE Petaling Petaling Malaysia,3.004,101.624
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN EQUINE,JLN EQUINE 10F,August 2024,Leasehold,156.07,sq.m,290,sq.m,    ,"RM1,280,000.00",,JLN EQUINE 10F TAMAN EQUINE Petaling Petaling Malaysia,3.004,101.624
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN EQUINE,JLN EQUINE 10F,November 2025,Leasehold,156.07,sq.m,290,sq.m,    ,"RM1,420,000.00",,JLN EQUINE 10F TAMAN EQUINE Petaling Petaling Malaysia,3.004,101.624
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN KINRARA SEKSYEN 2,JLN TK 2/1A,August 2022,Leasehold,208.00,sq.m,223,sq.m,    ,"RM800,000.00",,JLN TK 2/1A TAMAN KINRARA SEKSYEN 2 Petaling Petaling Malaysia,2.982,101.642
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN KINRARA SEKSYEN 2,JLN TK 2/1A,July 2024,Leasehold,121.00,sq.m,219,sq.m,    ,"RM755,000.00",,JLN TK 2/1A TAMAN KINRARA SEKSYEN 2 Petaling Petaling Malaysia,2.982,101.642
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN KINRARA SEKSYEN 2,JLN TK 2/1A,May 2025,Leasehold,121.00,sq.m,219,sq.m,    ,"RM780,000.00",,JLN TK 2/1A TAMAN KINRARA SEKSYEN 2 Petaling Petaling Malaysia,2.982,101.642
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN KINRARA SEKSYEN 2,JLN TK 2/1C,August 2023,Leasehold,121.00,sq.m,219,sq.m,    ,"RM710,000.00",,JLN TK 2/1C TAMAN KINRARA SEKSYEN 2 Petaling Petaling Malaysia,3.0621,101.6375
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN KINRARA SEKSYEN 2,JLN TK 2/1C,November 2023,Leasehold,143.00,sq.m,219,sq.m,    ,"RM840,000.00",,JLN TK 2/1C TAMAN KINRARA SEKSYEN 2 Petaling Petaling Malaysia,3.0621,101.6375
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN LESTARI PUCHONG,JLN LEP 1/1C,December 2021,Leasehold,130.06,sq.m,245,sq.m,    ,"RM500,000.00",,JLN LEP 1/1C TAMAN LESTARI PUCHONG Petaling Petaling Malaysia,3.0167,101.6167
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN LESTARI PUCHONG,JLN LEP 1/1C,October 2022,Leasehold,130.06,sq.m,245,sq.m,    ,"RM680,000.00",,JLN LEP 1/1C TAMAN LESTARI PUCHONG Petaling Petaling Malaysia,3.0167,101.6167
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN LESTARI PUCHONG,JLN LEP 1/1C,November 2022,Leasehold,130.06,sq.m,245,sq.m,    ,"RM750,000.00",,JLN LEP 1/1C TAMAN LESTARI PUCHONG Petaling Petaling Malaysia,3.0167,101.6167
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN MEDAN,JLN MEDAN 10,April 2023,Leasehold,153.29,sq.m,292,sq.m,    ,"RM1,150,000.00",,JLN MEDAN 10 TAMAN MEDAN Petaling Petaling Malaysia,3.1119,101.6526
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUCHONG PERDANA,JLN KEKWA 3,October 2023,Leasehold,130.00,sq.m,185,sq.m,    ,"RM1,170,000.00",,JLN KEKWA 3 TAMAN PUCHONG PERDANA Petaling Petaling Malaysia,3.0215,101.6139
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUCHONG PERDANA,JLN PERDANA 3/4,September 2024,Leasehold,130.00,sq.m,185,sq.m,    ,"RM1,200,000.00",,JLN PERDANA 3/4 TAMAN PUCHONG PERDANA Petaling Petaling Malaysia,3.0329,101.6229
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI, JLN EQUINE 9C,February 2024,Leasehold,145.00,sq.m,274,sq.m,    ,"RM1,180,000.00",,JLN EQUINE 9C TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.0704,101.7421
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI, JLN EQUINE 10D,August 2023,Leasehold,156.07,sq.m,290,sq.m,    ,"RM1,200,000.00",,JLN EQUINE 10D TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.1368,101.756
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JALAN EQUINE 1G,August 2024,Leasehold,274.00,sq.m,349,sq.m,    ,"RM2,340,000.00",,JALAN EQUINE 1G TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.0347,101.6186
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN BPP 5/3,October 2022,Leasehold,139.00,sq.m,253,sq.m,    ,"RM790,000.00",,JLN BPP 5/3 TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.098,101.677
2 - 2 1/2 Storey Shop,Petaling,Petaling,TAMAN PUTRA PERMAI,JLN BPP 5/8 (PERMAI SQUARE 2),January 2023,Leasehold,166.00,sq.m,286,sq.m,    ,"RM1,250,000.00",,JLN BPP 5/8 (PERMAI SQUARE 2) TAMAN PUTRA PERMAI Petaling Petaling Malaysia,3.1646,101.7186
