Property Type,District,Mukim,Scheme Name/Area,Road Name,"Month, Year of Transaction Date",Tenure,Land/Parcel Area,Unit,Main Floor Area,Unit        ,Unit Level,Transaction Price  ,Unnamed: 13,address,latitude,longitude
1 - 1 1/2 Storey Shop,Hulu Langat,Beranang,TMN BKT MAHKOTA,BANDAR BUKIT MAHKOTA,June 2024,Freehold,121.00,sq.m,100,sq.m,    ,"RM318,000.00",,BANDAR BUKIT MAHKOTA TMN BKT MAHKOTA Beranang Hulu Langat Malaysia,2.9419,101.8727
1 - 1 1/2 Storey Shop,Hulu Langat,Beranang,TMN BKT MAHKOTA,BANDAR BUKIT MAHKOTA,June 2024,Freehold,121.00,sq.m,100,sq.m,    ,"RM550,000.00",,BANDAR BUKIT MAHKOTA TMN BKT MAHKOTA Beranang Hulu Langat Malaysia,2.9419,101.8727
1 - 1 1/2 Storey Shop,Hulu Langat,Beranang,TMN BKT MAHKOTA,BDR BUKIT MAHKOTA,May 2024,Freehold,228.00,sq.m,140,sq.m,    ,"RM1,050,000.00",,BDR BUKIT MAHKOTA TMN BKT MAHKOTA Beranang Hulu Langat Malaysia,3.0577,101.8578
1 - 1 1/2 Storey Shop,Hulu Langat,Beranang,TMN BKT MAHKOTA,JALAN BM 4/1,August 2022,Freehold,228.00,sq.m,140,sq.m,    ,"RM910,000.00",,JALAN BM 4/1 TMN BKT MAHKOTA Beranang Hulu Langat Malaysia,2.8819,101.8584
1 - 1 1/2 Storey Shop,Hulu Langat,Beranang,TMN BKT MAHKOTA,JALAN BM 4/1,September 2023,Freehold,121.00,sq.m,100,sq.m,    ,"RM575,000.00",,JALAN BM 4/1 TMN BKT MAHKOTA Beranang Hulu Langat Malaysia,2.8819,101.8584
1 - 1 1/2 Storey Shop,Hulu Langat,Beranang,TMN BKT MAHKOTA,JALAN BM 4/1,November 2023,Freehold,228.00,sq.m,140,sq.m,    ,"RM600,000.00",,JALAN BM 4/1 TMN BKT MAHKOTA Beranang Hulu Langat Malaysia,2.8819,101.8584
1 - 1 1/2 Storey Shop,Hulu Langat,Beranang,TMN BKT MAHKOTA,JALAN BM 4/3,May 2022,Freehold,121.00,sq.m,100,sq.m,    ,"RM400,000.00",,JALAN BM 4/3 TMN BKT MAHKOTA Beranang Hulu Langat Malaysia,2.905,101.861
1 - 1 1/2 Storey Shop,Hulu Langat,Beranang,TMN BKT MAHKOTA,JALAN BM 4/3,June 2022,Freehold,121.00,sq.m,100,sq.m,    ,"RM350,000.00",,JALAN BM 4/3 TMN BKT MAHKOTA Beranang Hulu Langat Malaysia,2.905,101.861
1 - 1 1/2 Storey Shop,Hulu Langat,Beranang,TMN BKT MAHKOTA,JALAN BM 4/3,January 2024,Freehold,121.00,sq.m,100,sq.m,    ,"RM320,000.00",,JALAN BM 4/3 TMN BKT MAHKOTA Beranang Hulu Langat Malaysia,2.905,101.861
1 - 1 1/2 Storey Shop,Hulu Langat,Beranang,TMN BKT MAHKOTA,"JALAN BM 4/3, BANDAR BUKIT MAHKOTA",May 2025,Freehold,121.00,sq.m,100,sq.m,    ,"RM358,000.00",,"JALAN BM 4/3, BANDAR BUKIT MAHKOTA TMN BKT MAHKOTA Beranang Hulu Langat Malaysia",2.9489,101.8162
1 - 1 1/2 Storey Shop,Hulu Langat,Cheras,BDR TUN HUSSEIN ONN,JLN SUASANA 3/3,August 2023,Freehold,111.48,sq.m,97,sq.m,    ,"RM500,000.00",,JLN SUASANA 3/3 BDR TUN HUSSEIN ONN Cheras Hulu Langat Malaysia,3.093,101.769
1 - 1 1/2 Storey Shop,Hulu Langat,Hulu Semenyih,TMN SEMENYIH IIMPIAN,JALAN SEMENYIH IMPIAN 2,February 2023,Leasehold,167.23,sq.m,146,sq.m,    ,"RM300,000.00",,JALAN SEMENYIH IMPIAN 2 TMN SEMENYIH IIMPIAN Hulu Semenyih Hulu Langat Malaysia,2.9556,101.8468
1 - 1 1/2 Storey Shop,Hulu Langat,Hulu Semenyih,TMN SEMENYIH IIMPIAN,JLN SEMENYIH IMPIAN 2,May 2022,Leasehold,167.23,sq.m,146,sq.m,    ,"RM280,000.00",,JLN SEMENYIH IMPIAN 2 TMN SEMENYIH IIMPIAN Hulu Semenyih Hulu Langat Malaysia,2.998,101.85
1 - 1 1/2 Storey Shop,Hulu Langat,Kajang,BDR SRI PUTRA,JALAN SERI PUTRA 3/10,July 2022,Freehold,111.00,sq.m,93,sq.m,    ,"RM468,000.00",,JALAN SERI PUTRA 3/10 BDR SRI PUTRA Kajang Hulu Langat Malaysia,3.024,101.706
1 - 1 1/2 Storey Shop,Hulu Langat,Kajang,BDR SRI PUTRA,JALAN SERI PUTRA 3/12,June 2024,Freehold,111.00,sq.m,93,sq.m,    ,"RM400,000.00",,JALAN SERI PUTRA 3/12 BDR SRI PUTRA Kajang Hulu Langat Malaysia,3.0349,101.6946
1 - 1 1/2 Storey Shop,Hulu Langat,Kajang,BDR SRI PUTRA,JLN 3/11,September 2023,Freehold,111.00,sq.m,93,sq.m,    ,"RM435,000.00",,JLN 3/11 BDR SRI PUTRA Kajang Hulu Langat Malaysia,3.0439,101.7933
1 - 1 1/2 Storey Shop,Hulu Langat,Kajang,TMN BANGI INDAH, JLN BANGI INDAH 2,April 2024,Leasehold,120.77,sq.m,70,sq.m,    ,"RM350,000.00",,JLN BANGI INDAH 2 TMN BANGI INDAH Kajang Hulu Langat Malaysia,3.001,101.785
1 - 1 1/2 Storey Shop,Hulu Langat,Kajang,TMN BANGI INDAH,JLN BANGI INDAH 2,September 2022,Leasehold,120.77,sq.m,70,sq.m,    ,"RM210,000.00",,JLN BANGI INDAH 2 TMN BANGI INDAH Kajang Hulu Langat Malaysia,3.001,101.785
1 - 1 1/2 Storey Shop,Hulu Langat,Pekan Kajang,DESA KARUN MAS,JALAN KARUNMAS 10,January 2022,Leasehold,121.00,sq.m,88,sq.m,    ,"RM285,000.00",,JALAN KARUNMAS 10 DESA KARUN MAS Pekan Kajang Hulu Langat Malaysia,3.0357,101.7876
1 - 1 1/2 Storey Shop,Hulu Langat,Pekan Kajang,DESA KARUN MAS,JLN KARUNMAS 10,May 2022,Leasehold,121.00,sq.m,88,sq.m,    ,"RM360,000.00",,JLN KARUNMAS 10 DESA KARUN MAS Pekan Kajang Hulu Langat Malaysia,3.0093,101.8035
1 - 1 1/2 Storey Shop,Hulu Langat,Pekan Kajang,DESA KARUN MAS,JLN KARUNMAS 12,September 2022,Leasehold,121.00,sq.m,88,sq.m,    ,"RM335,000.00",,JLN KARUNMAS 12 DESA KARUN MAS Pekan Kajang Hulu Langat Malaysia,3.024,101.789
1 - 1 1/2 Storey Shop,Hulu Langat,Pekan Kajang,JADE HILLS, JALAN DATARAN JADE 2/1,July 2023,Freehold,108.97,sq.m,101,sq.m,    ,"RM120,000.00",,JALAN DATARAN JADE 2/1 JADE HILLS Pekan Kajang Hulu Langat Malaysia,3.0638,101.7626
1 - 1 1/2 Storey Shop,Hulu Langat,Pekan Kajang,JADE HILLS, JALAN DATARAN JADE 2/1,December 2023,Freehold,108.97,sq.m,101,sq.m,    ,"RM285,000.00",,JALAN DATARAN JADE 2/1 JADE HILLS Pekan Kajang Hulu Langat Malaysia,3.0638,101.7626
1 - 1 1/2 Storey Shop,Hulu Langat,Pekan Kajang,JADE HILLS,DATARAN JADE 2,July 2023,Freehold,108.97,sq.m,101,sq.m,    ,"RM120,000.00",,DATARAN JADE 2 JADE HILLS Pekan Kajang Hulu Langat Malaysia,3.0109,101.7608
1 - 1 1/2 Storey Shop,Hulu Langat,Pekan Kajang,JADE HILLS,DATARAN JADE 2,October 2024,Freehold,108.97,sq.m,101,sq.m,    ,"RM120,000.00",,DATARAN JADE 2 JADE HILLS Pekan Kajang Hulu Langat Malaysia,3.0109,101.7608
1 - 1 1/2 Storey Shop,Hulu Langat,Pekan Kajang,JADE HILLS,JALAN DATARAN JADE 2/1,February 2022,Freehold,188.32,sq.m,101,sq.m,    ,"RM200,000.00",,JALAN DATARAN JADE 2/1 JADE HILLS Pekan Kajang Hulu Langat Malaysia,3.0638,101.7626
1 - 1 1/2 Storey Shop,Hulu Langat,Pekan Kajang,JADE HILLS,JALAN DATARAN JADE 2/1,June 2023,Freehold,108.97,sq.m,101,sq.m,    ,"RM150,000.00",,JALAN DATARAN JADE 2/1 JADE HILLS Pekan Kajang Hulu Langat Malaysia,3.0638,101.7626
1 - 1 1/2 Storey Shop,Hulu Langat,Pekan Kajang,JADE HILLS,JALAN DATARAN JADE 2/1,July 2023,Freehold,108.97,sq.m,101,sq.m,    ,"RM120,000.00",,JALAN DATARAN JADE 2/1 JADE HILLS Pekan Kajang Hulu Langat Malaysia,3.0638,101.7626
1 - 1 1/2 Storey Shop,Hulu Langat,Pekan Kajang,JADE HILLS,JALAN DATARAN JADE 2/1,July 2023,Freehold,188.25,sq.m,101,sq.m,    ,"RM170,000.00",,JALAN DATARAN JADE 2/1 JADE HILLS Pekan Kajang Hulu Langat Malaysia,3.0638,101.7626
1 - 1 1/2 Storey Shop,Hulu Langat,Pekan Kajang,TMN IMPIAN EHSAN,JLN CENGAL 4,November 2021,Leasehold,130.00,sq.m,200,sq.m,    ,"RM735,000.00",,JLN CENGAL 4 TMN IMPIAN EHSAN Pekan Kajang Hulu Langat Malaysia,3.0219,101.7926
1 - 1 1/2 Storey Shop,Hulu Langat,Semenyih,BDR RINCING,JLN 2/9C,October 2023,Freehold,130.00,sq.m,246,sq.m,    ,"RM530,000.00",,JLN 2/9C BDR RINCING Semenyih Hulu Langat Malaysia,2.9883,101.8767
1 - 1 1/2 Storey Shop,Hulu Langat,Semenyih,SERENE HEIGHT,SERENE SQUARE,April 2025,Freehold,101.00,sq.m,87,sq.m,    ,"RM150,000.00",,SERENE SQUARE SERENE HEIGHT Semenyih Hulu Langat Malaysia,2.9478,101.8479
1 - 1 1/2 Storey Shop,Hulu Langat,Semenyih,SETIA ECOHILL,JALAN ECOHILL 1/6A,December 2021,Freehold,111.50,sq.m,96,sq.m,    ,"RM120,000.00",,JALAN ECOHILL 1/6A SETIA ECOHILL Semenyih Hulu Langat Malaysia,2.9465,101.8678
1 - 1 1/2 Storey Shop,Hulu Langat,Semenyih,SETIA ECOHILL,JALAN ECOHILL 1/6A,July 2022,Freehold,111.50,sq.m,96,sq.m,    ,"RM200,000.00",,JALAN ECOHILL 1/6A SETIA ECOHILL Semenyih Hulu Langat Malaysia,2.9465,101.8678
1 - 1 1/2 Storey Shop,Hulu Langat,Semenyih,SETIA ECOHILL,JLN ECOHILL 1/6A,January 2022,Freehold,111.50,sq.m,96,sq.m,    ,"RM500,000.00",,JLN ECOHILL 1/6A SETIA ECOHILL Semenyih Hulu Langat Malaysia,2.9789,101.8216
1 - 1 1/2 Storey Shop,Hulu Langat,Semenyih,SETIA ECOHILL,JLN ECOHILL 1/6A,October 2022,Freehold,162.10,sq.m,125,sq.m,    ,"RM300,000.00",,JLN ECOHILL 1/6A SETIA ECOHILL Semenyih Hulu Langat Malaysia,2.9789,101.8216
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT BERUNTUNG, JALAN INAI 1,April 2024,Freehold,53.00,sq.m,37,sq.m,    ,"RM80,000.00",,JALAN INAI 1 BUKIT BERUNTUNG Bandar Serendah Hulu Selangor Malaysia,3.3745,101.565
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT BERUNTUNG, JALAN INAI 1,April 2024,Freehold,121.00,sq.m,104,sq.m,    ,"RM200,000.00",,JALAN INAI 1 BUKIT BERUNTUNG Bandar Serendah Hulu Selangor Malaysia,3.3745,101.565
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT BERUNTUNG, JALAN INAI 1,April 2024,Freehold,133.00,sq.m,103,sq.m,    ,"RM200,000.00",,JALAN INAI 1 BUKIT BERUNTUNG Bandar Serendah Hulu Selangor Malaysia,3.3745,101.565
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT BERUNTUNG,JALAN INAI 1,July 2024,Freehold,121.00,sq.m,103,sq.m,    ,"RM280,000.00",,JALAN INAI 1 BUKIT BERUNTUNG Bandar Serendah Hulu Selangor Malaysia,3.3745,101.565
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT BERUNTUNG,JALAN INAI 1,July 2024,Freehold,280.00,sq.m,184,sq.m,    ,"RM430,000.00",,JALAN INAI 1 BUKIT BERUNTUNG Bandar Serendah Hulu Selangor Malaysia,3.3745,101.565
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT BERUNTUNG,JALAN INAI 1,September 2024,Freehold,121.00,sq.m,104,sq.m,    ,"RM330,000.00",,JALAN INAI 1 BUKIT BERUNTUNG Bandar Serendah Hulu Selangor Malaysia,3.3745,101.565
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT BERUNTUNG,JALAN KEMBOJA 1B/1,August 2024,Freehold,121.00,sq.m,103,sq.m,    ,"RM150,000.00",,JALAN KEMBOJA 1B/1 BUKIT BERUNTUNG Bandar Serendah Hulu Selangor Malaysia,3.3869,101.5628
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT BERUNTUNG,JALAN TERATAI 10,September 2022,Freehold,232.00,sq.m,103,sq.m,    ,"RM200,000.00",,JALAN TERATAI 10 BUKIT BERUNTUNG Bandar Serendah Hulu Selangor Malaysia,3.503,101.562
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT BERUNTUNG,JALAN TERATAI 10,July 2023,Freehold,121.00,sq.m,103,sq.m,    ,"RM100,000.00",,JALAN TERATAI 10 BUKIT BERUNTUNG Bandar Serendah Hulu Selangor Malaysia,3.503,101.562
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT BERUNTUNG,JALAN TERATAI 10,August 2025,Freehold,121.00,sq.m,106,sq.m,    ,"RM125,000.00",,JALAN TERATAI 10 BUKIT BERUNTUNG Bandar Serendah Hulu Selangor Malaysia,3.503,101.562
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT BERUNTUNG,JLN KEMBOJA 1B/1,October 2021,Freehold,121.00,sq.m,103,sq.m,    ,"RM240,000.00",,JLN KEMBOJA 1B/1 BUKIT BERUNTUNG Bandar Serendah Hulu Selangor Malaysia,3.404,101.651
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT BERUNTUNG,JLN KEMBOJA 1B/1,March 2023,Freehold,121.00,sq.m,103,sq.m,    ,"RM97,000.00",,JLN KEMBOJA 1B/1 BUKIT BERUNTUNG Bandar Serendah Hulu Selangor Malaysia,3.404,101.651
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA, JLN ANGGERIK 5A,October 2023,Freehold,121.00,sq.m,87,sq.m,    ,"RM100,000.00",,JLN ANGGERIK 5A BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.5585,101.6078
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA,JALAN ANGGERIK 5A,May 2022,Freehold,121.00,sq.m,87,sq.m,    ,"RM74,000.00",,JALAN ANGGERIK 5A BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.4005,101.5667
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA,JALAN ANGGERIK 5A,June 2023,Freehold,121.00,sq.m,87,sq.m,    ,"RM150,000.00",,JALAN ANGGERIK 5A BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.4005,101.5667
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA,JALAN ROS 1E/1,April 2022,Freehold,120.75,sq.m,105,sq.m,    ,"RM160,000.00",,JALAN ROS 1E/1 BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.515,101.607
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA,JALAN ROS 1E/1,April 2023,Freehold,120.75,sq.m,108,sq.m,    ,"RM115,000.00",,JALAN ROS 1E/1 BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.515,101.607
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA,JALAN ROS 1E/1,August 2023,Freehold,120.75,sq.m,108,sq.m,    ,"RM130,000.00",,JALAN ROS 1E/1 BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.515,101.607
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA,JALAN ROS 1E/2,December 2021,Freehold,120.75,sq.m,105,sq.m,    ,"RM85,000.00",,JALAN ROS 1E/2 BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.4179,101.5677
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA,JALAN ROS 1E/2,October 2022,Freehold,120.75,sq.m,102,sq.m,    ,"RM80,000.00",,JALAN ROS 1E/2 BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.4179,101.5677
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA,JALAN SERI PAGI  2,December 2022,Freehold,120.75,sq.m,102,sq.m,    ,"RM45,000.00",,JALAN SERI PAGI  2 BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.376,101.602
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA,JALAN SERI PAGI  2,November 2023,Freehold,120.75,sq.m,102,sq.m,    ,"RM40,000.00",,JALAN SERI PAGI  2 BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.376,101.602
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA,JALAN SERI PAGI  2,November 2023,Freehold,120.75,sq.m,102,sq.m,    ,"RM55,000.00",,JALAN SERI PAGI  2 BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.376,101.602
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA,JALAN SERI PAGI 2,September 2023,Freehold,120.75,sq.m,102,sq.m,    ,"RM40,000.00",,JALAN SERI PAGI 2 BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.4719,101.5715
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA,JALAN SERI PAGI  3,September 2023,Freehold,120.75,sq.m,102,sq.m,    ,"RM55,000.00",,JALAN SERI PAGI  3 BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.4638,101.5732
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA,JALAN SERI PAGI 3,January 2025,Freehold,120.75,sq.m,102,sq.m,    ,"RM65,000.00",,JALAN SERI PAGI 3 BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.5209,101.6113
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA,JALAN SEROJA 1B/2,December 2021,Freehold,121.00,sq.m,87,sq.m,    ,"RM45,000.00",,JALAN SEROJA 1B/2 BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.4099,101.5937
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA,JALAN SEROJA 1B/2,October 2022,Freehold,201.00,sq.m,87,sq.m,    ,"RM85,000.00",,JALAN SEROJA 1B/2 BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.4099,101.5937
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA,JALAN SEROJA 1B/2,November 2022,Freehold,121.00,sq.m,87,sq.m,    ,"RM70,000.00",,JALAN SEROJA 1B/2 BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.4099,101.5937
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,BUKIT SENTOSA,JALAN SEROJA 1B/3,October 2022,Freehold,121.00,sq.m,87,sq.m,    ,"RM50,000.00",,JALAN SEROJA 1B/3 BUKIT SENTOSA Bandar Serendah Hulu Selangor Malaysia,3.4275,101.5519
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,PEKAN SERENDAH,JALAN BESAR,March 2022,Leasehold,163.51,sq.m,74,sq.m,    ,"RM350,000.00",,JALAN BESAR PEKAN SERENDAH Bandar Serendah Hulu Selangor Malaysia,3.3089,101.6032
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,PRIMA BERUNTUNG,JALAN MAWAR 2A/2,June 2022,Freehold,121.00,sq.m,113,sq.m,    ,"RM110,000.00",,JALAN MAWAR 2A/2 PRIMA BERUNTUNG Bandar Serendah Hulu Selangor Malaysia,3.4263,101.6408
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,TAMAN BUKIT TERATAI,OFF TAMAN BUKIT TERATAI,December 2021,Freehold,143.00,sq.m,143,sq.m,    ,"RM475,000.00",,OFF TAMAN BUKIT TERATAI TAMAN BUKIT TERATAI Bandar Serendah Hulu Selangor Malaysia,3.3747,101.6116
1 - 1 1/2 Storey Shop,Hulu Selangor,Bandar Serendah,TAMAN BUKIT TERATAI,OFF TAMAN BUKIT TERATAI,January 2022,Freehold,143.00,sq.m,133,sq.m,    ,"RM475,000.00",,OFF TAMAN BUKIT TERATAI TAMAN BUKIT TERATAI Bandar Serendah Hulu Selangor Malaysia,3.3747,101.6116
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,PRIMA UTAMA,JALAN BATANG KALI,November 2021,Freehold,130.00,sq.m,159,sq.m,    ,"RM619,000.00",,JALAN BATANG KALI PRIMA UTAMA Hulu Yam Hulu Selangor Malaysia,3.5895,101.6562
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,PRIMA UTAMA,JALAN BATANG KALI,December 2021,Freehold,130.00,sq.m,159,sq.m,    ,"RM619,000.00",,JALAN BATANG KALI PRIMA UTAMA Hulu Yam Hulu Selangor Malaysia,3.5895,101.6562
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,PRIMA UTAMA,JALAN BATANG KALI,January 2022,Freehold,130.00,sq.m,159,sq.m,    ,"RM619,000.00",,JALAN BATANG KALI PRIMA UTAMA Hulu Yam Hulu Selangor Malaysia,3.5895,101.6562
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,PRIMA UTAMA,JALAN EMPURAU 1B,February 2021,Freehold,130.00,sq.m,159,sq.m,    ,"RM1,019,000.00",,JALAN EMPURAU 1B PRIMA UTAMA Hulu Yam Hulu Selangor Malaysia,3.467,101.627
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,PRIMA UTAMA,JALAN EMPURAU 1B,May 2021,Freehold,130.00,sq.m,159,sq.m,    ,"RM475,000.00",,JALAN EMPURAU 1B PRIMA UTAMA Hulu Yam Hulu Selangor Malaysia,3.467,101.627
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,PRIMA UTAMA,JALAN EMPURAU 1B,May 2021,Freehold,130.00,sq.m,159,sq.m,    ,"RM619,000.00",,JALAN EMPURAU 1B PRIMA UTAMA Hulu Yam Hulu Selangor Malaysia,3.467,101.627
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,PRIMA UTAMA,JALAN EMPURAU1B,May 2021,Freehold,130.00,sq.m,159,sq.m,    ,"RM475,000.00",,JALAN EMPURAU1B PRIMA UTAMA Hulu Yam Hulu Selangor Malaysia,3.357,101.665
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,PRIMA UTAMA,JALAN EMPURAU1B,January 2023,Freehold,130.00,sq.m,159,sq.m,    ,"RM619,000.00",,JALAN EMPURAU1B PRIMA UTAMA Hulu Yam Hulu Selangor Malaysia,3.357,101.665
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,PRIMA UTAMA,JALAN EMPURAU1B,August 2024,Freehold,130.00,sq.m,290,sq.m,    ,"RM453,000.00",,JALAN EMPURAU1B PRIMA UTAMA Hulu Yam Hulu Selangor Malaysia,3.357,101.665
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,TAMAN DESA AROWANA,JALAN AROWANA 8A,September 2022,Freehold,294.00,sq.m,229,sq.m,    ,"RM300,000.00",,JALAN AROWANA 8A TAMAN DESA AROWANA Hulu Yam Hulu Selangor Malaysia,3.395,101.633
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,TAMAN DESA AROWANA,JALAN AROWANA 8A,November 2022,Freehold,143.00,sq.m,104,sq.m,    ,"RM250,000.00",,JALAN AROWANA 8A TAMAN DESA AROWANA Hulu Yam Hulu Selangor Malaysia,3.395,101.633
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,TAMAN DESA AROWANA,JALAN AROWANA 8A,September 2023,Freehold,143.00,sq.m,104,sq.m,    ,"RM260,000.00",,JALAN AROWANA 8A TAMAN DESA AROWANA Hulu Yam Hulu Selangor Malaysia,3.395,101.633
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,TAMAN DESA AROWANA,JALAN AROWANA 8A,December 2023,Freehold,143.00,sq.m,104,sq.m,    ,"RM235,000.00",,JALAN AROWANA 8A TAMAN DESA AROWANA Hulu Yam Hulu Selangor Malaysia,3.395,101.633
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,TAMAN DESA AROWANA,JALAN AROWANA 8A,February 2025,Freehold,143.00,sq.m,104,sq.m,    ,"RM250,000.00",,JALAN AROWANA 8A TAMAN DESA AROWANA Hulu Yam Hulu Selangor Malaysia,3.395,101.633
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,TAMAN DESA KALOI, JALAN KALOI 1A,June 2024,Leasehold,130.00,sq.m,116,sq.m,    ,"RM150,000.00",,JALAN KALOI 1A TAMAN DESA KALOI Hulu Yam Hulu Selangor Malaysia,3.3747,101.6179
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,TAMAN DESA KALOI,JALAN KALOI 1A,March 2022,Leasehold,130.00,sq.m,116,sq.m,    ,"RM210,000.00",,JALAN KALOI 1A TAMAN DESA KALOI Hulu Yam Hulu Selangor Malaysia,3.3747,101.6179
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,TAMAN DESA KELISA, JALAN KELISA 3A,March 2024,Leasehold,130.00,sq.m,98,sq.m,    ,"RM160,000.00",,JALAN KELISA 3A TAMAN DESA KELISA Hulu Yam Hulu Selangor Malaysia,3.418,101.67
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,TAMAN DESA KELISA,JALAN KELISA 6,January 2023,Leasehold,130.00,sq.m,98,sq.m,    ,"RM95,000.00",,JALAN KELISA 6 TAMAN DESA KELISA Hulu Yam Hulu Selangor Malaysia,3.4635,101.7442
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,TAMAN DESA KELISA,JALAN KELISA 6,December 2023,Leasehold,320.00,sq.m,98,sq.m,    ,"RM250,000.00",,JALAN KELISA 6 TAMAN DESA KELISA Hulu Yam Hulu Selangor Malaysia,3.4635,101.7442
1 - 1 1/2 Storey Shop,Hulu Selangor,Hulu Yam,TAMAN DESA PATIN,JALAN PATIN 2,July 2024,Leasehold,130.00,sq.m,99,sq.m,    ,"RM120,000.00",,JALAN PATIN 2 TAMAN DESA PATIN Hulu Yam Hulu Selangor Malaysia,3.3428,101.7642
